Año;Sexo;Código Localidad;Localidad;Grupo de edad;Régimen Aseguramiento;Código CIE10;Descripción causa básica de muerte;Grupo condición crónica;Muertes total
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I634;NFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;12
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;4
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;4
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I691;SECUELAS DE HEMORRAGIA INTRAENCEFALICA;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I693;SECUELAS DE INFARTO CEREBRAL;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;4
2014;Femenino;21;Distrito;65 a 69 años;Contributivo;I698;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Excepcion;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Excepcion;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Excepcion;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;9
2014;Femenino;21;Distrito;65 a 69 años;Excepcion;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Excepcion;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;No Asegurado;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;11
2014;Femenino;21;Distrito;65 a 69 años;No Asegurado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;No Asegurado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;3
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I210;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;47
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;3
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I258;OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I603;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE POSTERIOR;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;5
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;10
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I632;NFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I633;NFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS CEREBRALES;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;2
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;4
2014;Femenino;21;Distrito;65 a 69 años;Subsidiado;I698;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I132;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA) E INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I608;OTRAS HEMORRAGIAS SUBARACNOIDEAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I620;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I632;NFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;30 a 34 años;Contributivo;I677;ARTERITIS CEREBRAL, NO CLASIFICADA EN OTRA PARTE;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;30 a 34 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;30 a 34 años;No Asegurado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Sin dato;I600;HEMORRAGIA SUBARACNOIDEA DE SIFON Y BIFURCACION CAROTIDEA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;30 a 34 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;30 a 34 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;9
2014;Masculino;21;Distrito;35 a 39 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;4
2014;Masculino;21;Distrito;35 a 39 años;Contributivo;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Contributivo;I634;NFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Contributivo;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Contributivo;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Sin dato;I602;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE ANTERIOR;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Sin dato;I608;OTRAS HEMORRAGIAS SUBARACNOIDEAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Sin dato;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;35 a 39 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;5
2014;Masculino;21;Distrito;35 a 39 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;35 a 39 años;Subsidiado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;13
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I500;NSUFICIENCIA CARDIACA CONGESTIVA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I608;OTRAS HEMORRAGIAS SUBARACNOIDEAS;Enfermedades cardiocerebrovasculares;4
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;3
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Contributivo;I691;SECUELAS DE HEMORRAGIA INTRAENCEFALICA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;40 a 44 años;No Asegurado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;No Asegurado;I610;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, SUBCORTICAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;40 a 44 años;Sin dato;I613;HEMORRAGIA INTRAENCEFALICA EN TALLO CEREBRAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Subsidiado;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;5
2014;Masculino;21;Distrito;40 a 44 años;Subsidiado;I613;HEMORRAGIA INTRAENCEFALICA EN TALLO CEREBRAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;40 a 44 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;40 a 44 años;Subsidiado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I211;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I213;NFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;23
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I249;ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I608;OTRAS HEMORRAGIAS SUBARACNOIDEAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I610;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, SUBCORTICAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;3
2014;Masculino;21;Distrito;45 a 49 años;Contributivo;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;8
2014;Masculino;21;Distrito;45 a 49 años;No Asegurado;I607;HEMORRAGIA SUBARACNOIDEA DE ARTERIA INTRACRANEAL NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;No Asegurado;I608;OTRAS HEMORRAGIAS SUBARACNOIDEAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;No Asegurado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;45 a 49 años;No Asegurado;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;4
2014;Masculino;21;Distrito;45 a 49 años;Sin dato;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;12
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I249;ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I600;HEMORRAGIA SUBARACNOIDEA DE SIFON Y BIFURCACION CAROTIDEA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;3
2014;Masculino;21;Distrito;45 a 49 años;Subsidiado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;3
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I119;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;46
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;5
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I500;NSUFICIENCIA CARDIACA CONGESTIVA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I600;HEMORRAGIA SUBARACNOIDEA DE SIFON Y BIFURCACION CAROTIDEA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I601;HEMORRAGIA SUBARACNOIDEA DE ARTERIA CEREBRAL MEDIA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I608;OTRAS HEMORRAGIAS SUBARACNOIDEAS;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;4
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;7
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I629;HEMORRAGIA INTRACRANEAL (NO TRAUMATICA), NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I677;ARTERITIS CEREBRAL, NO CLASIFICADA EN OTRA PARTE;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;6
2014;Masculino;21;Distrito;50 a 54 años;Contributivo;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Especial;I259;ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Excepcion;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Excepcion;I610;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, SUBCORTICAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;No Asegurado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;8
2014;Masculino;21;Distrito;50 a 54 años;No Asegurado;I250;ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA, ASI DESCRITA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;No Asegurado;I259;ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;No Asegurado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Sin dato;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;7
2014;Masculino;21;Distrito;50 a 54 años;Sin dato;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Sin dato;I620;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I119;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;21
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I249;ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I258;OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I259;ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;4
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I679;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;50 a 54 años;Subsidiado;I698;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS;Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;55 a 59 años;Contributivo;I10X;HIPERTENSION ESENCIAL (PRIMARIA);Enfermedades cardiocerebrovasculares;2
2014;Masculino;21;Distrito;55 a 59 años;Contributivo;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;1
2014;Masculino;21;Distrito;55 a 59 años;Contributivo;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;Enfermedades cardiocerebrovasculares;2
